epoch,accuracy,loss,lr,precision_1,recall_1,sensitivity,specificity,val_accuracy,val_loss,val_precision_1,val_recall_1,val_sensitivity,val_specificity
10,0.9907407164573669,0.15493252873420715,1e-04,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,1.0,3.4127606340916827e-06,1.0,1.0,0.9999999403953552,1.0
11,0.9907407164573669,0.056257981806993484,1e-04,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
12,0.9907407164573669,0.06921135634183884,1e-04,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,0.43971797823905945,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
13,0.9907407164573669,0.7182917594909668,5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,0.7560566663742065,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
14,0.9814814925193787,0.9707999229431152,5e-05,0.9814814925193787,0.9814814925193787,0.9814814329147339,0.9907407164573669,1.0,1.6619344023638405e-05,1.0,1.0,0.9999999403953552,1.0
15,0.9907407164573669,0.3075771927833557,5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,1.2250086069107056,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
16,0.9722222089767456,0.26024311780929565,2.5e-05,0.9722222089767456,0.9722222089767456,0.9722221493721008,0.9861111044883728,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
17,1.0,2.428334155979428e-08,2.5e-05,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
18,1.0,0.0,2.5e-05,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
19,1.0,0.0,1.25e-05,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
20,0.9722222089767456,0.39057546854019165,1.25e-05,0.9722222089767456,0.9722222089767456,0.9722221493721008,0.9861111044883728,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
21,1.0,0.0002748496481217444,1.25e-05,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
22,1.0,2.495470198482508e-06,6.25e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
23,1.0,0.0003016125410795212,6.25e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
24,1.0,0.0,6.25e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
25,0.9907407164573669,0.01615944318473339,3.125e-06,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
26,1.0,0.0,3.125e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
27,1.0,3.3113632724735e-08,3.125e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
28,1.0,0.0037039208691567183,1.5625e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
29,0.9907407164573669,0.6527017951011658,1.5625e-06,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,1.0,0.0,1.0,1.0,0.9999999403953552,1.0
