epoch,accuracy,loss,lr,precision_5,recall_5,sensitivity,specificity,val_accuracy,val_loss,val_precision_5,val_recall_5,val_sensitivity,val_specificity
13,0.9907407164573669,0.34024128317832947,2.5e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,0.9629629850387573,0.5513935089111328,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
14,1.0,0.0001901606156025082,1.25e-05,1.0,1.0,0.9999999403953552,1.0,0.9629629850387573,0.35708028078079224,0.9629629850387573,0.9629629850387573,0.9629628658294678,0.9814814925193787
15,0.9907407164573669,0.08919236063957214,1.25e-05,0.9907407164573669,0.9907407164573669,0.9907406568527222,0.9953703880310059,1.0,0.011361636221408844,1.0,1.0,0.9999999403953552,1.0
16,1.0,1.1037890601528488e-08,1.25e-05,1.0,1.0,0.9999999403953552,1.0,1.0,0.0020867863204330206,1.0,1.0,0.9999999403953552,1.0
17,1.0,1.0625603863445576e-05,1.25e-05,1.0,1.0,0.9999999403953552,1.0,1.0,0.0015731885796412826,1.0,1.0,0.9999999403953552,1.0
18,1.0,0.0,6.25e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0010993386385962367,1.0,1.0,0.9999999403953552,1.0
19,1.0,0.00019933133444283158,6.25e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.00059256557142362,1.0,1.0,0.9999999403953552,1.0
20,1.0,2.4768996809143573e-05,6.25e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0007218059035949409,1.0,1.0,0.9999999403953552,1.0
21,1.0,0.0,3.125e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.000870677235070616,1.0,1.0,0.9999999403953552,1.0
22,1.0,0.0,3.125e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.000786097371019423,1.0,1.0,0.9999999403953552,1.0
23,1.0,0.0,3.125e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0008131761569529772,1.0,1.0,0.9999999403953552,1.0
24,1.0,0.0,1.5625e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0011336709139868617,1.0,1.0,0.9999999403953552,1.0
25,1.0,0.0,1.5625e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0009444350725971162,1.0,1.0,0.9999999403953552,1.0
26,1.0,0.0,1.5625e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0013182382099330425,1.0,1.0,0.9999999403953552,1.0
27,1.0,0.001145494170486927,1e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0006057331920601428,1.0,1.0,0.9999999403953552,1.0
28,1.0,0.0,1e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0004759034200105816,1.0,1.0,0.9999999403953552,1.0
29,1.0,0.0,1e-06,1.0,1.0,0.9999999403953552,1.0,1.0,0.0004209812032058835,1.0,1.0,0.9999999403953552,1.0
